,Car_Price,Vehicle_Age,KM_Travelled,Fuel_Type,HP,Paint_Type,Transmission_Type,Engine_Size,Doors,Weight,Age_Group
319,11950,44,37000,Petrol,110,Non-Metallic,Manual,1600,أربعة,1075.0,Old
320,11990,40,36566,Petrol,110,Non-Metallic,Manual,1600,خمسة,1090.0,Old
321,10750,36,36269,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
322,13950,37,36074,Petrol,110,Metallic,Auto,1600,خمسة,1075.0,Old
323,11250,44,36066,Petrol,110,Metallic,Manual,1600,ثلاثة,1040.0,Old
324,12950,39,34599,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
325,11950,41,34000,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
326,10950,42,33623,Petrol,97,Metallic,Manual,1400,ثلاثة,1025.0,Old
327,12950,33,33591,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
328,12950,35,33258,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
329,11695,43,33113,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
330,11000,41,33000,Petrol,110,Metallic,Auto,1600,خمسة,1075.0,Old
331,13950,55,32941,Petrol,110,Metallic,Manual,1600,خمسة,1080.0,Old
332,11950,38,32781,Petrol,110,Non-Metallic,Manual,1600,خمسة,1075.0,Old
333,11750,40,32532,Petrol,110,Metallic,Manual,1600,ثلاثة,1040.0,Old
334,12400,34,32431,Petrol,97,Metallic,Manual,1400,خمسة,1060.0,Old
335,12500,35,32000,Petrol,110,Non-Metallic,Manual,1600,ثلاثة,1040.0,Old
336,12900,33,31000,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
337,12200,41,30989,Petrol,110,Non-Metallic,Manual,1600,ثلاثة,1045.0,Old
338,12750,43,30742,Petrol,110,Metallic,Manual,1600,ثلاثة,1040.0,Old
339,11950,42,30190,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
340,11900,41,29716,Petrol,116,Metallic,Manual,1600,خمسة,1075.0,Old
341,11950,44,29716,Petrol,110,Metallic,Auto,1600,ثلاثة,1070.0,Old
342,14950,42,29640,Petrol,110,Metallic,Manual,1600,ثلاثة,1055.0,Old
343,11950,41,29056,Petrol,97,Metallic,Manual,1400,خمسة,1060.0,Old
344,12950,33,28715,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
345,14950,41,28571,Petrol,110,Non-Metallic,Manual,1600,خمسة,1090.0,Old
346,13450,40,28362,Petrol,110,Metallic,Manual,1600,ثلاثة,1040.0,Old
347,13750,38,28150,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
348,12950,43,27301,Petrol,110,Metallic,Manual,1600,ثلاثة,1040.0,Old
349,12750,33,27240,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
350,11895,39,27170,Petrol,97,Metallic,Manual,1400,خمسة,1060.0,Old
351,9950,42,27141,Petrol,97,Metallic,Manual,1400,خمسة,1060.0,Old
352,12450,38,26262,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
353,12500,38,26000,Petrol,97,Metallic,Manual,1400,خمسة,1060.0,Old
354,14950,43,25228,Petrol,110,Metallic,Manual,1600,ثلاثة,1045.0,Old
355,13750,39,25062,Petrol,110,Metallic,Manual,1600,خمسة,1080.0,Old
356,12695,39,24723,Petrol,110,Metallic,Auto,1600,أربعة,1060.0,Old
357,14990,55,24650,Petrol,110,Metallic,Manual,1600,ثلاثة,1055.0,Old
358,12750,43,24553,Petrol,110,Metallic,Manual,1600,خمسة,1080.0,Old
359,14350,41,24475,Petrol,110,Metallic,Manual,1600,خمسة,1030.0,Old
360,12950,39,24444,Petrol,110,Metallic,Manual,1600,ثلاثة,1040.0,Old
361,11500,35,24011,Petrol,97,Non-Metallic,Manual,1400,ثلاثة,1025.0,Old
362,11950,41,24000,Petrol,97,Metallic,Manual,1400,ثلاثة,1025.0,Old
363,13450,40,23616,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
364,12900,38,22865,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
365,10500,41,22780,Petrol,86,Metallic,Manual,1300,خمسة,1035.0,Old
366,10950,35,21904,Petrol,97,Non-Metallic,Manual,1400,ثلاثة,1025.0,Old
367,11950,41,21651,Petrol,97,Non-Metallic,Manual,1400,ثلاثة,1025.0,Old
368,11450,37,21500,Petrol,110,Metallic,Manual,1600,خمسة,1030.0,Old
369,13250,44,21027,Petrol,110,Metallic,Manual,1600,خمسة,1080.0,Old
370,10250,39,18500,Petrol,110,Non-Metallic,Manual,1600,أربعة,1030.0,Old
371,13995,35,18000,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
372,11950,40,17051,Petrol,97,Non-Metallic,Manual,1400,خمسة,1060.0,Old
373,13250,33,16512,Petrol,97,Metallic,Manual,1400,خمسة,1085.0,Old
374,12950,40,16325,Petrol,110,Metallic,Manual,1600,خمسة,1080.0,Old
375,11750,38,16000,Petrol,97,Metallic,Manual,1400,خمسة,1060.0,Old
376,11500,39,12000,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
377,13500,43,10000,Petrol,97,Metallic,Manual,1400,خمسة,1060.0,Old
378,6500,53,216000,Diesel,69,Non-Metallic,Manual,1900,ثلاثة,1110.0,Old
379,6400,51,198167,Diesel,69,Non-Metallic,Manual,1900,أربعة,1095.0,Old
380,7000,53,176000,Diesel,69,Non-Metallic,Manual,1900,ثلاثة,1105.0,Old
381,7750,54,174139,Diesel,72,Metallic,Manual,2000,أربعة,1100.0,Old
382,8900,45,174000,Diesel,69,Metallic,Manual,1900,خمسة,1095.0,Old
383,8500,55,150000,CNG,110,Metallic,Manual,1600,ثلاثة,1075.0,Old
384,8950,54,149329,Diesel,72,Metallic,Manual,2000,خمسة,1135.0,Old
385,9900,51,146736,Petrol,110,Metallic,Manual,1600,خمسة,1080.0,Old
386,10250,53,143513,Diesel,69,Non-Metallic,Manual,1900,خمسة,1140.0,Old
387,9250,48,142130,CNG,110,Non-Metallic,Manual,1600,خمسة,1119.0,Old
388,7750,48,140700,Diesel,69,Metallic,Manual,1900,خمسة,1110.0,Old
389,9450,55,138394,Diesel,69,Metallic,Manual,1900,أربعة,1095.0,Old
390,7750,55,137000,Diesel,72,Metallic,Manual,2000,خمسة,1135.0,Old
391,8250,52,135258,Diesel,69,Metallic,Manual,1900,خمسة,1140.0,Old
392,9950,49,131364,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
393,4450,56,129155,Diesel,69,Non-Metallic,Manual,1800,خمسة,1110.0,Old
394,9950,50,126110,Petrol,110,Non-Metallic,Manual,1600,ثلاثة,1055.0,Old
395,9000,48,119742,Petrol,110,Metallic,Manual,1600,خمسة,1080.0,Old
396,9950,53,117913,Diesel,69,Metallic,Manual,1900,خمسة,1110.0,Old
397,12450,47,117430,Diesel,90,Metallic,Manual,2000,ثلاثة,1165.0,Old
398,10500,55,11000,Petrol,110,Metallic,Manual,1600,أربعة,1035.0,Old
399,10750,54,115558,Petrol,110,Metallic,Manual,1600,أربعة,1035.0,Old
400,8950,53,115113,Petrol,97,Metallic,Manual,1400,ثلاثة,1025.0,Old
401,10500,54,115046,Diesel,69,Metallic,Manual,1900,خمسة,1140.0,Old
402,5150,56,113997,Diesel,72,Metallic,Manual,2000,خمسة,1135.0,Old
403,10950,49,107859,Petrol,97,Non-Metallic,Manual,1400,خمسة,1060.0,Old
404,9450,55,104805,Petrol,97,Metallic,Manual,1400,ثلاثة,1025.0,Old
405,9950,54,103454,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
406,10950,51,103018,Petrol,69,Non-Metallic,Manual,1900,خمسة,1140.0,Old
407,11900,47,102352,Petrol,110,Metallic,Manual,1600,خمسة,1080.0,Old
408,9950,50,102030,Petrol,97,Metallic,Manual,1400,خمسة,1060.0,Old
409,11950,54,101352,Petrol,110,Non-Metallic,Manual,1600,خمسة,1080.0,Old
410,7900,50,99865,Petrol,110,Metallic,Manual,1600,أربعة,1035.0,Old
411,10950,52,99323,Petrol,110,Metallic,Manual,1600,ثلاثة,1055.0,Old
412,8950,48,98100,Petrol,69,Metallic,Manual,1900,خمسة,1140.0,Old
413,11950,51,98040,Petrol,110,Non-Metallic,Manual,1600,خمسة,1080.0,Old
414,10900,49,97600,Petrol,110,Metallic,Manual,1600,ثلاثة,1045.0,Old
415,9950,55,97234,Petrol,110,Non-Metallic,Manual,1600,خمسة,1080.0,Old
416,9950,51,96135,Diesel,72,Non-Metallic,Manual,2000,ثلاثة,1115.0,Old
417,10950,54,96100,Petrol,110,Metallic,Manual,1600,خمسة,1080.0,Old
418,8950,55,94401,Diesel,72,Non-Metallic,Manual,2000,ثلاثة,1115.0,Old
419,8950,55,94122,Petrol,86,Metallic,Manual,1300,ثلاثة,1015.0,Old
420,10500,49,91340,Petrol,110,Metallic,Manual,1600,ثلاثة,1055.0,Old
421,8950,53,90200,Petrol,97,Non-Metallic,Manual,1400,ثلاثة,1025.0,Old
422,9250,53,90097,Diesel,69,Metallic,Manual,1900,خمسة,1140.0,Old
423,11500,48,89049,Petrol,97,Metallic,Manual,1400,خمسة,1060.0,Old
424,9750,52,89000,Petrol,110,Non-Metallic,Manual,1600,خمسة,1075.0,Old
425,9950,45,87274,Petrol,110,Metallic,Manual,1600,ثلاثة,1040.0,Old
426,11450,49,86221,Petrol,110,Non-Metallic,Manual,1600,ثلاثة,1045.0,Old
427,12500,54,84598,Petrol,110,Non-Metallic,Manual,1600,خمسة,1075.0,Old
428,10500,50,83567,Petrol,110,Non-Metallic,Manual,1600,خمسة,1075.0,Old
429,12950,50,83106,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
430,12200,50,82805,Petrol,110,Metallic,Manual,1600,ثلاثة,1040.0,Old
431,10950,50,82735,Petrol,97,Metallic,Manual,1400,ثلاثة,1030.0,Old
432,10950,54,81905,Petrol,110,Metallic,Manual,1600,خمسة,1105.0,Old
433,11290,49,80320,Petrol,110,Metallic,Auto,1600,ثلاثة,1070.0,Old
434,10750,49,80090,Petrol,97,Metallic,Manual,1400,ثلاثة,1030.0,Old
435,10895,53,79800,Petrol,110,Non-Metallic,Manual,1600,خمسة,1075.0,Old
436,11500,47,78785,CNG,110,Metallic,Manual,1600,خمسة,1119.0,Old
437,9750,48,78600,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
438,10250,55,77780,Petrol,110,Metallic,Manual,1600,ثلاثة,1040.0,Old
439,12500,49,77648,Petrol,110,Non-Metallic,Manual,1600,أربعة,1030.0,Old
440,11950,54,77270,Petrol,110,Metallic,Manual,1600,أربعة,1035.0,Old
441,10750,50,76167,Petrol,97,Metallic,Manual,1400,خمسة,1060.0,Old
442,11450,46,75249,Petrol,110,Metallic,Manual,1600,أربعة,1035.0,Old
443,11950,54,75231,Petrol,110,Metallic,Manual,1600,خمسة,1080.0,Old
444,11750,48,75045,Petrol,110,Metallic,Manual,1600,ثلاثة,1055.0,Old
445,10950,50,74849,Petrol,110,Metallic,Auto,1600,أربعة,1060.0,Old
446,11950,55,74715,Petrol,110,Metallic,Manual,1600,خمسة,1080.0,Old
447,10995,49,74656,Diesel,69,Non-Metallic,Manual,1900,ثلاثة,1105.0,Old
448,11450,56,74500,Petrol,97,Non-Metallic,Manual,1400,ثلاثة,1025.0,Old
449,8900,49,74494,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
450,10500,50,73634,Petrol,110,Non-Metallic,Manual,1587,خمسة,1075.0,Old
451,11750,47,73403,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
452,11450,49,73175,Petrol,97,Metallic,Manual,1400,ثلاثة,1030.0,Old
453,12000,55,73000,Petrol,110,Non-Metallic,Manual,1600,ثلاثة,1055.0,Old
454,11950,50,72242,Petrol,110,Metallic,Auto,1600,ثلاثة,1070.0,Old
455,9850,53,72000,Petrol,97,Metallic,Manual,1400,ثلاثة,1025.0,Old
456,10950,55,71725,Petrol,110,Metallic,Manual,1600,أربعة,1035.0,Old
457,10950,55,71276,Petrol,110,Non-Metallic,Manual,1600,خمسة,1080.0,Old
458,8695,55,70440,Diesel,69,Metallic,Manual,1900,ثلاثة,1105.0,Old
459,10990,53,70239,Petrol,110,Non-Metallic,Manual,1600,ثلاثة,1040.0,Old
460,9500,55,69813,Petrol,97,Metallic,Manual,1400,ثلاثة,1025.0,Old
461,11950,49,69659,Petrol,86,Non-Metallic,Manual,1300,ثلاثة,1025.0,Old
462,10750,46,69574,Petrol,97,Non-Metallic,Manual,1400,خمسة,1065.0,Old
463,8750,47,69000,Diesel,69,Metallic,Manual,1900,خمسة,1140.0,Old
464,8750,49,68565,Petrol,110,Metallic,Manual,1600,أربعة,1030.0,Old
465,11450,55,68520,Diesel,72,Metallic,Manual,2000,ثلاثة,1115.0,Old
466,9950,46,68414,Petrol,97,Non-Metallic,Manual,1400,ثلاثة,1025.0,Old
467,11950,56,66777,Petrol,110,Non-Metallic,Manual,1600,خمسة,1090.0,Old
468,13950,52,66527,Petrol,110,Metallic,Manual,1600,خمسة,1080.0,Old
469,11250,54,66063,Petrol,110,Metallic,Manual,1600,خمسة,1090.0,Old
470,10900,50,65471,Petrol,97,Metallic,Manual,1400,خمسة,1060.0,Old
471,9750,56,65400,Petrol,97,Metallic,Manual,1400,ثلاثة,1025.0,Old
472,9950,52,65170,Petrol,97,Metallic,Manual,1400,ثلاثة,1025.0,Old
473,11950,56,65000,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
474,10450,48,64193,Petrol,110,Metallic,Manual,1600,ثلاثة,1040.0,Old
475,8950,54,64000,Petrol,97,Metallic,Manual,1400,ثلاثة,1025.0,Old
476,10250,54,63792,Petrol,110,Metallic,Manual,1600,خمسة,1075.0,Old
477,9930,53,63635,Petrol,110,Metallic,Manual,1600,أربعة,1035.0,Old
